Contract,OnlineSecurity,tenure,InternetService,TotalCharges,MonthlyCharges,PaymentMethod
1,2,24,0,1346,58.35,2
1,2,45,0,2791,62.7,1
1,1,29,2,572,19.8,3
0,0,33,1,2888,88.6,1
0,0,7,1,715,100.4,2
0,0,7,1,526,80.3,3
0,0,18,1,1305,73.15,2
0,1,2,2,48,19.25,3
2,0,66,0,5234,79.85,0
0,1,3,2,59,19.6,3
2,1,72,2,1914,26.45,1
2,2,72,0,4760,66.75,1
0,0,13,0,528,45.3,2
0,0,24,1,2107,85.95,2
2,2,70,0,5315,74.8,1
2,2,71,1,6910,97.2,2
2,0,56,0,3389,59.5,1
0,0,6,1,536,93.55,0
0,0,1,0,45,45.3,2
0,0,21,0,926,44.95,2
0,2,14,0,937,65.45,2
0,2,13,0,902,65.85,2
0,0,12,1,1046,94.2,2
0,0,65,1,5931,90.65,2
0,2,30,1,2438,84.3,1
0,0,2,0,46,24.5,2
0,1,12,2,232,20.1,1
1,0,56,1,6033,107.25,2
2,2,67,1,6140,92.45,0
0,0,4,0,225,50.9,2
0,2,65,1,6126,94.4,2
2,0,60,1,6067,101.15,1
0,0,37,1,3762,99.5,2
2,1,72,2,1468,19.8,1
1,2,52,1,5244,100.3,2
0,0,13,1,1364,106.9,2
0,2,56,1,5219,96.85,2
2,1,51,2,1020,20.65,0
0,2,7,0,465,58.85,3
0,0,17,1,1608,94.2,2
2,1,18,2,388,20.05,1
1,0,50,1,5059,99.4,2
0,0,32,0,1830,54.65,0
0,0,1,1,74,74.7,2
1,0,46,1,4312,94.65,2
0,1,16,2,313,19.75,2
0,0,1,1,70,70.8,3
1,0,51,1,4947,98.85,2
2,0,25,1,2809,108.9,2
0,0,8,0,335,43.55,3
1,0,33,0,1857,53.75,1
2,2,54,0,3512,65.3,0
2,1,18,2,428,25.1,3
1,1,27,2,583,20.55,3
1,0,68,1,6770,101.05,1
2,1,59,2,1534,25.45,3
0,0,56,1,4275,76.85,0
2,1,72,2,1809,25.4,0
1,0,54,0,3886,72.1,3
2,1,47,2,945,20.55,3
1,2,50,0,2208,43.05,0
2,0,71,1,7365,104.15,1
0,0,1,0,44,44.75,3
0,0,3,1,220,75.5,2
2,2,21,0,770,35.1,3
2,0,66,0,3364,50.55,0
2,0,48,1,4627,95.5,3
0,0,47,1,4871,100.05,2
1,1,60,2,1506,23.95,1
1,2,37,0,3358,90.6,0
0,0,18,1,1406,80.55,1
2,2,72,0,6562,89.85,1
0,0,6,1,512,90.75,2
1,2,33,1,3055,93.55,2
0,2,35,1,3403,96.75,3
0,2,37,0,2976,78.9,1
0,0,1,1,69,69.65,2
2,1,71,2,1730,24.45,0
0,0,16,1,1391,85.05,1
0,0,54,1,3919,74.0,0
2,2,72,0,6129,85.3,0
0,2,12,1,1001,79.8,2
2,1,69,2,1337,20.15,0
0,0,24,1,2496,102.95,1
1,1,8,2,145,19.75,3
0,0,11,0,601,54.55,2
0,0,9,0,405,43.75,2
0,0,34,1,2564,78.3,2
2,2,66,0,3177,47.4,3
2,1,41,2,875,20.65,1
0,1,16,2,275,19.35,3
2,0,65,1,6631,105.1,1
1,1,27,2,595,20.3,3
1,0,68,1,7322,105.75,1
0,0,23,1,2483,106.4,2
2,1,33,2,689,20.35,3
0,0,25,1,2196,89.5,2
2,2,72,1,8100,114.45,0
2,1,39,2,790,20.45,0
2,1,62,2,1250,20.0,0
2,1,53,2,1052,19.75,0
2,2,53,1,5424,99.5,3
1,0,18,0,1425,82.0,1
0,2,62,1,5618,89.1,2
2,2,70,0,4759,65.3,1
1,0,27,1,2964,104.65,0
1,0,61,1,6518,103.3,0
0,0,53,1,5485,103.85,2
1,2,54,1,5639,103.95,0
2,2,64,1,7099,111.6,0
0,0,30,1,2967,99.7,2
2,1,50,2,1070,20.55,1
1,2,38,1,3887,104.85,2
2,0,72,1,7129,98.65,0
0,0,39,1,4284,105.65,2
0,2,30,0,1888,64.5,3
0,2,26,1,2497,95.0,2
0,0,6,1,514,85.95,3
0,0,16,0,834,53.9,3
1,0,51,0,2898,56.15,2
1,0,17,1,1704,98.6,0
0,0,1,1,78,78.8,2
2,1,62,2,1201,20.05,1
1,0,13,0,877,64.75,2
1,2,64,0,4688,73.05,1
0,2,44,1,3626,84.8,1
0,2,16,1,1882,112.95,2
0,1,15,2,324,24.8,2
2,2,36,0,1547,40.65,1
0,0,1,1,90,90.85,2
0,0,24,1,1732,70.0,1
2,1,60,2,1128,19.85,0
0,0,3,1,242,91.5,1
0,0,16,1,1442,90.8,0
2,2,66,0,5595,85.9,0
1,0,66,1,6860,104.25,2
1,1,45,2,930,20.4,2
0,0,43,1,4687,110.75,0
2,1,71,2,1388,19.8,1
0,0,1,0,45,45.05,3
0,0,1,1,71,71.0,2
0,0,20,1,1671,81.45,2
2,0,65,0,3517,53.5,0
0,1,19,2,377,20.0,2
1,1,36,2,666,20.0,3
2,0,71,1,7690,108.6,1
0,0,1,0,24,24.8,2
0,0,33,1,2171,68.25,2
2,2,71,0,3778,54.5,0
0,2,13,0,842,67.8,0
2,1,29,2,554,19.4,3
0,2,13,0,923,71.95,2
2,0,22,0,1304,56.75,0
0,0,7,1,665,99.25,2
0,1,47,2,1139,25.4,2
0,1,26,2,511,20.3,2
0,0,13,0,788,59.9,2
0,0,26,1,2335,89.8,2
0,1,2,2,42,20.4,3
0,0,4,0,86,24.45,2
2,0,52,0,4233,80.95,0
0,0,3,1,289,91.05,2
1,0,62,1,7053,110.75,0
2,2,70,1,6579,93.9,0
1,2,71,1,7412,104.1,1
1,0,69,0,2492,35.75,0
1,1,35,2,954,26.2,0
2,0,63,1,6296,102.6,2
2,0,69,1,6998,105.4,1
2,2,72,1,7251,99.9,0
0,0,36,1,2937,80.4,2
0,2,33,0,2447,72.75,0
0,0,28,1,2433,89.9,1
2,1,27,2,561,19.6,3
1,0,1,0,74,74.1,1
2,2,72,0,2763,38.5,1
2,2,63,1,6218,98.0,1
0,2,12,0,837,69.85,3
2,1,12,2,313,25.4,0
2,2,70,1,7987,113.0,1
0,0,1,0,45,45.35,3
0,2,20,1,1879,89.1,0
2,1,72,2,1849,25.0,1
0,0,5,1,399,75.65,3
1,0,39,0,947,25.25,1
0,0,1,0,54,54.3,2
1,0,15,0,864,55.2,1
2,1,72,2,1750,24.55,2
2,2,24,0,830,35.75,3
1,2,34,1,3470,103.8,2
0,0,9,1,723,79.55,2
2,2,72,0,6425,88.05,1
0,1,8,2,139,21.05,1
1,1,6,2,105,19.0,1
0,0,36,1,3078,87.55,2
2,1,72,2,1710,25.4,3
0,2,8,0,365,49.85,2
2,1,44,2,845,20.05,3
0,0,18,1,1221,69.8,2
0,0,39,1,3767,99.95,1
1,2,60,1,5812,95.4,0
0,0,1,0,39,39.65,2
0,1,21,2,417,20.0,3
2,2,60,0,4984,84.95,2
1,2,62,0,4263,70.75,0
1,1,8,2,160,19.8,2
2,1,65,2,1725,25.1,0
1,1,17,2,418,20.75,3
2,2,60,0,3638,61.4,2
0,1,11,2,180,19.25,3
0,1,2,2,38,19.95,3
0,2,21,1,2254,103.9,2
0,2,66,1,6595,103.1,0
2,1,16,2,326,18.95,1
1,2,66,0,5013,75.1,2
2,2,46,0,3593,79.2,3
1,0,70,1,6385,90.25,0
2,1,72,2,1354,20.35,2
0,0,1,0,44,44.6,3
0,1,1,2,24,24.0,3
0,0,8,1,819,100.6,2
0,0,2,0,103,49.2,3
0,1,1,2,19,19.2,3
1,1,17,2,365,20.5,3
1,2,58,0,2919,50.0,3
2,2,59,0,5186,86.75,2
0,0,12,1,1095,89.4,2
0,0,3,0,155,63.6,2
0,0,32,0,1653,50.6,1
0,0,7,0,149,24.7,2
1,1,8,2,153,19.9,1
0,0,22,1,1873,85.1,2
2,2,66,1,6424,96.6,3
0,2,23,1,1643,75.4,0
0,0,1,1,86,86.0,2
0,2,21,0,1424,65.35,0
0,0,9,1,706,74.75,2
0,2,44,0,2419,56.25,0
0,0,15,1,1156,79.4,2
2,2,67,0,4868,74.0,1
1,0,56,1,5508,98.25,2
0,2,4,0,129,29.05,2
2,2,43,0,3566,79.15,1
0,0,61,1,4904,82.15,2
1,2,44,0,2774,65.4,2
0,0,9,1,647,75.85,2
2,2,72,1,8476,115.8,0
0,0,7,1,660,95.35,2
0,0,9,0,348,44.4,3
2,1,51,2,1028,19.95,3
1,0,66,0,1983,29.45,1
1,1,14,2,321,24.8,1
2,1,10,2,220,20.15,3
1,1,17,2,307,19.35,3
0,2,48,1,4445,95.4,2
2,1,19,2,373,19.95,3
0,1,1,2,19,19.3,3
2,1,63,2,1245,19.55,3
2,2,67,1,7171,105.05,2
2,2,63,0,4014,63.55,3
1,2,71,0,4982,69.2,2
1,2,36,0,1939,53.65,3
0,0,16,1,1540,91.55,2
0,1,2,2,33,20.55,3
1,0,72,1,7544,104.95,2
0,2,24,0,1319,55.15,2
0,0,42,1,4273,101.75,2
2,1,45,2,892,20.85,3
1,0,59,1,5961,99.5,0
1,0,63,1,6109,96.0,2
0,1,1,2,20,20.25,3
2,0,43,0,2548,60.0,2
2,2,71,0,6328,87.25,1
0,0,12,0,540,43.8,0
0,1,25,2,477,19.15,3
2,2,72,0,6093,83.55,1
0,0,6,0,340,55.0,2
1,1,30,2,723,25.35,0
1,0,46,1,4753,100.25,2
0,0,2,1,131,73.25,1
0,0,47,1,4849,106.35,2
2,2,51,0,1782,34.2,0
2,1,42,2,844,20.75,0
0,0,62,1,6164,101.35,2
0,1,5,2,96,20.55,1
0,2,53,0,3827,71.85,2
0,2,10,1,973,98.7,2
0,0,18,0,990,57.45,2
0,1,1,2,19,19.75,3
2,2,51,0,4421,85.5,1
1,0,61,1,5251,85.55,0
0,0,7,0,322,44.65,0
0,0,50,1,5017,103.85,0
0,2,4,1,336,80.1,2
0,0,47,1,3969,85.2,0
0,0,32,0,2045,62.45,0
0,0,2,0,85,45.25,2
0,0,27,0,1032,36.5,0
0,0,10,0,551,55.55,3
0,0,1,1,80,80.25,2
0,0,21,1,1565,74.05,0
0,1,12,2,235,21.05,1
0,1,1,2,19,19.75,3
2,1,51,2,967,19.6,1
0,0,3,0,168,58.7,1
2,2,72,1,7576,107.45,3
0,0,1,0,44,44.4,3
0,0,5,1,401,85.4,2
0,0,1,1,85,85.05,2
2,1,66,2,1697,25.1,3
2,2,61,0,4729,75.35,1
0,2,32,1,3204,99.55,1
2,1,65,2,1319,19.35,0
1,0,41,1,4016,101.1,0
0,0,14,1,1129,89.8,3
0,0,2,1,185,89.55,0
1,2,29,0,1734,58.0,1
0,0,10,0,498,51.2,2
0,0,32,1,2347,69.75,0
0,1,7,2,147,19.95,3
2,2,71,0,5550,77.35,1
1,1,11,2,226,19.5,3
0,1,2,2,44,20.75,3
0,1,1,2,21,21.05,3
1,1,23,2,465,19.8,3
2,2,62,1,6638,101.15,0
0,0,7,1,522,78.55,0
2,2,71,1,8166,113.65,1
0,0,2,1,183,87.15,0
2,2,72,0,4888,68.75,1
2,1,71,2,1326,19.85,0
0,0,12,1,950,80.45,2
0,0,3,0,134,44.3,3
0,0,21,1,1956,99.15,0
0,1,8,2,168,19.7,0
1,1,10,2,225,19.5,3
0,0,3,0,130,49.9,3
0,2,52,1,4348,84.1,2
2,1,58,2,1035,19.15,0
1,2,36,0,2680,75.55,3
2,2,61,0,4747,81.05,3
2,1,62,2,1263,20.05,1
2,2,72,1,8317,114.85,0
0,0,59,1,5386,93.35,2
0,1,13,2,251,20.4,2
0,0,34,1,3097,90.05,1
0,0,1,0,45,45.7,2
0,2,22,0,1127,54.45,2
2,1,71,2,1732,24.25,1
0,0,49,1,4547,90.05,1
0,0,9,1,816,90.1,2
0,0,4,1,299,77.85,2
2,1,72,2,1790,25.1,1
0,0,25,1,2369,99.5,2
0,0,1,0,25,25.1,2
1,1,42,2,849,19.8,0
0,2,35,1,3554,99.05,2
0,0,1,0,24,24.7,3
0,1,3,2,56,18.8,3
1,2,44,0,2603,59.85,0
1,0,45,1,4368,95.0,1
0,0,1,0,30,30.2,2
2,2,71,0,6404,90.55,0
0,0,18,1,1745,95.95,1
0,0,2,1,136,74.9,3
0,0,1,0,50,50.45,3
0,0,33,1,3320,100.0,2
2,2,72,0,6301,88.7,1
1,2,71,0,3985,56.45,2
0,0,2,1,145,73.55,0
2,1,57,2,1087,20.1,0
1,0,52,0,2610,50.95,0
0,0,49,1,5036,103.7,0
0,0,1,1,70,70.75,3
0,1,1,2,20,20.9,3
0,1,7,2,158,20.65,3
0,0,18,1,1743,93.9,0
0,0,2,1,144,70.3,2
0,2,37,0,2030,55.05,3
0,1,1,2,24,24.05,3
1,2,48,0,2196,45.0,1
0,0,37,1,3646,96.1,1
0,0,3,1,217,74.5,2
0,0,35,0,2010,55.0,3
0,1,15,2,320,19.9,3
0,1,1,2,20,20.35,3
2,1,72,2,1432,20.55,2
0,1,18,2,348,19.0,2
0,2,2,1,181,86.25,2
2,2,35,0,1924,55.25,3
0,2,11,0,501,48.55,1
0,0,26,1,2006,78.8,2
0,0,37,1,2575,72.25,0
2,0,56,1,5706,99.9,0
2,2,69,0,4069,59.75,0
2,1,71,2,1397,19.9,1
2,2,62,1,7159,115.55,0
0,2,50,0,1782,35.0,3
1,0,62,1,6840,110.8,2
1,2,54,1,5299,100.05,1
2,2,63,0,5309,86.7,0
0,2,22,0,1271,57.95,3
2,1,30,2,578,19.4,1
1,0,57,0,3035,53.5,2
1,0,58,1,5458,97.8,0
0,2,55,0,2479,44.85,2
0,0,37,1,3545,101.9,0
0,2,2,0,87,54.45,3
0,2,49,1,4159,88.2,2
0,2,24,1,1772,78.85,2
1,0,29,0,1620,55.25,2
0,0,1,0,44,44.7,1
2,2,72,1,7852,109.95,1
0,2,11,0,733,64.05,0
0,0,7,1,506,69.0,2
2,1,59,2,1286,20.6,3
1,2,68,0,3848,55.9,0
2,0,67,1,6302,94.1,1
0,0,2,1,172,79.2,2
0,0,31,1,2845,90.7,2
2,2,16,0,1024,64.25,3
0,0,1,1,80,80.15,1
0,2,17,1,1625,93.85,2
0,0,7,1,574,89.15,2
0,1,1,2,20,20.95,0
0,0,10,0,374,36.25,2
0,2,2,1,190,90.35,2
2,2,59,0,5194,90.3,1
0,0,3,1,256,75.05,1
2,2,72,0,6155,85.1,3
0,2,22,1,1886,89.05,2
0,0,13,0,610,50.55,3
0,0,10,0,428,45.25,3
2,2,35,0,1662,46.35,1
2,2,71,1,6994,99.0,2
0,0,32,1,2303,74.9,2
0,2,5,0,274,55.8,3
0,0,31,1,2633,84.85,2
0,0,46,0,2065,45.2,1
0,2,20,1,1520,79.15,2
0,0,10,1,797,79.85,2
0,0,47,1,5118,107.35,0
0,0,23,1,2044,90.15,3
0,0,21,1,1948,94.3,2
1,0,63,1,5817,90.05,1
0,0,2,0,115,50.15,1
0,1,5,2,109,19.95,3
0,2,4,1,303,80.25,2
2,2,52,0,3330,66.25,1
1,1,26,2,471,19.6,0
0,0,2,1,115,70.2,0
0,1,1,2,20,20.15,3
2,0,44,0,2390,54.3,0
0,0,2,0,56,25.05,2
0,1,2,2,52,19.85,0
0,0,33,1,3645,107.55,2
0,2,30,1,2852,95.0,1
0,0,14,1,1369,100.2,2
0,1,1,2,19,19.6,3
0,0,12,1,1173,94.55,2
0,0,41,1,3645,89.2,2
0,0,9,1,897,102.6,1
2,2,69,1,7467,110.25,1
0,0,1,1,79,79.9,2
0,1,2,2,38,20.0,3
0,0,2,0,106,49.4,2
2,2,30,0,1653,55.65,3
1,2,51,1,4619,93.5,2
1,0,50,1,5189,100.65,2
2,1,69,2,1641,24.25,0
2,0,70,1,7752,110.5,2
0,0,52,0,3169,61.35,0
0,2,18,0,874,49.4,2
0,2,46,1,4245,89.15,1
2,1,55,2,1153,19.35,0
0,0,5,1,349,75.55,1
0,0,3,1,220,86.85,2
0,1,6,2,110,18.95,3
2,0,70,0,5979,84.1,2
2,0,59,0,4194,72.1,0
1,2,40,0,2236,54.55,0
2,1,71,2,1355,19.9,1
0,0,5,1,398,80.1,3
0,0,10,1,858,85.95,2
1,0,65,1,7047,107.45,2
0,0,5,0,100,24.3,3
0,0,1,0,49,49.9,2
1,1,57,2,1061,19.4,3
2,2,62,0,4985,81.0,3
2,0,30,0,2093,69.1,1
0,0,29,0,1009,33.75,3
2,1,56,2,1468,24.95,1
1,0,58,0,2689,45.0,1
1,0,35,0,2471,73.0,2
2,2,67,1,6885,104.6,0
2,0,70,0,5917,84.8,0
1,2,24,0,1454,56.25,1
1,2,34,0,1889,56.95,3
0,0,71,1,6951,99.65,1
0,0,4,1,308,83.25,2
0,2,12,1,866,80.85,0
0,0,15,0,765,51.55,2
1,1,46,2,1174,24.9,2
0,0,44,0,2924,61.9,3
0,0,40,1,4108,102.65,3
0,0,14,1,1531,104.85,2
1,0,68,0,3975,60.65,0
2,2,33,0,2018,61.05,3
1,1,29,2,540,20.0,2
1,2,59,1,6152,107.0,1
0,2,25,1,1952,74.3,0
0,0,7,1,477,69.2,0
0,0,16,1,1043,69.65,2
1,2,38,0,2802,74.05,2
0,0,10,0,653,67.8,1
2,1,69,2,1363,19.9,3
1,0,54,0,2966,55.45,2
1,0,53,0,4449,84.6,2
0,1,1,2,19,19.9,3
0,2,41,0,3090,74.65,0
1,1,31,2,589,20.1,1
0,0,20,1,2172,107.05,2
0,0,19,0,566,25.35,1
1,0,50,0,3876,75.7,0
2,1,27,2,509,19.7,1
2,2,54,1,6110,109.75,0
0,0,42,1,3944,95.05,2
0,1,1,2,19,19.0,3
0,1,12,2,239,19.2,2
1,0,49,1,5069,100.6,0
0,0,27,1,1793,69.05,3
2,1,24,2,470,19.55,0
1,0,67,1,6989,105.4,2
0,0,2,0,80,45.4,2
2,2,72,1,8086,114.1,1
1,0,52,1,5621,106.5,2
0,0,10,1,811,74.15,3
2,2,72,0,5360,74.4,0
0,0,7,0,521,74.65,2
2,2,72,1,8399,115.75,1
0,0,51,1,4116,80.75,2
0,0,26,1,2510,98.1,0
0,2,52,1,5647,109.1,2
1,1,47,2,1013,20.55,1
2,1,36,2,689,18.55,1
0,1,3,2,63,19.85,3
0,0,1,1,71,71.25,2
0,0,12,0,526,43.65,2
2,2,72,1,8071,111.9,1
0,1,12,2,265,20.05,1
0,0,1,1,95,95.1,2
1,2,30,0,2044,70.4,2
0,0,42,0,2077,49.55,2
0,0,3,0,191,69.35,2
0,0,13,1,1169,89.05,0
0,0,12,1,1164,100.15,0
0,0,57,1,5746,100.6,2
0,0,32,1,2642,85.0,2
1,2,68,0,5023,76.9,1
2,1,8,2,146,19.85,3
0,1,1,2,20,20.2,3
2,1,46,2,936,20.1,3
0,0,10,1,1021,95.25,2
0,0,4,0,118,29.9,2
0,0,1,0,46,46.3,2
0,0,4,1,360,84.6,2
2,1,68,2,1441,19.6,1
2,0,58,1,5563,94.35,0
0,0,1,0,24,24.4,3
0,0,12,1,828,73.3,1
2,2,72,1,8058,114.3,1
0,0,5,1,514,100.5,2
1,1,20,2,395,19.7,0
0,1,27,2,537,19.15,3
0,2,31,1,2613,84.75,1
1,0,70,1,6982,97.65,2
1,2,67,0,4653,69.35,1
0,0,3,0,137,50.4,0
0,1,1,2,20,20.2,3
1,0,28,0,1516,54.4,1
1,1,29,2,535,19.85,3
0,0,4,1,338,75.35,2
2,0,50,0,4024,79.6,3
1,0,34,0,2106,64.2,0
1,2,67,1,6038,89.55,2
2,2,72,1,7517,103.95,1
0,2,4,1,347,99.6,2
0,0,7,1,609,84.35,2
1,2,47,1,4730,103.7,2
0,2,11,0,581,51.0,0
0,0,40,1,4131,104.8,0
0,2,40,1,4086,101.85,2
1,1,41,2,806,19.75,3
0,0,31,1,2979,94.5,2
2,1,62,2,1429,23.4,0
1,0,61,1,6423,103.95,2
2,2,67,0,2434,36.15,0
2,1,72,2,1778,24.3,0
2,2,62,0,2345,38.6,1
0,0,2,1,131,69.6,2
2,0,59,1,6034,100.05,3
0,0,4,0,234,56.4,2
2,2,72,0,6369,90.25,1
1,2,70,0,4551,64.95,0
2,1,71,2,1816,24.5,2
0,0,38,1,3777,99.25,0
0,2,19,1,1660,90.6,2
0,0,3,1,208,70.3,2
0,0,4,0,224,58.5,3
0,0,4,0,193,46.0,3
0,0,18,1,1779,95.15,3
1,1,51,2,1266,24.6,0
0,0,13,1,1115,84.6,2
0,0,3,1,253,80.35,2
0,0,10,1,865,84.6,1
0,2,61,1,5943,99.4,0
1,1,12,2,202,19.8,0
0,2,31,0,1077,35.4,0
0,1,1,2,20,20.05,3
2,2,72,0,4807,65.55,0
0,0,14,1,1266,90.45,1
0,0,11,1,896,80.5,0
1,2,56,1,5264,94.8,1
0,0,31,1,2640,81.15,2
0,1,4,2,67,19.65,3
0,2,21,0,1339,64.95,0
1,1,22,2,452,20.75,0
0,0,1,1,69,69.75,0
0,0,23,1,2117,90.45,2
1,2,29,0,1082,39.5,1
2,0,47,0,2754,59.6,0
0,2,65,1,7227,109.4,1
0,2,1,0,29,29.9,3
0,0,8,0,475,54.4,2
1,0,24,1,2033,83.15,0
0,0,9,1,790,83.85,2
0,0,5,0,237,50.35,2
0,0,25,1,2187,89.7,2
0,0,2,1,119,68.95,2
1,1,6,2,94,19.7,3
1,1,41,2,798,19.5,0
0,0,11,0,472,44.65,3
0,0,29,1,2952,99.05,0
1,1,30,2,608,19.55,0
2,2,72,1,8543,116.4,1
0,2,70,1,6669,97.55,1
0,0,25,0,1373,54.1,2
0,0,12,0,309,29.2,3
0,1,12,2,220,19.7,3
1,0,63,1,6873,107.5,2
0,2,47,1,4533,98.75,2
2,2,72,1,7422,99.15,2
0,0,18,0,908,50.3,3
1,2,71,0,6046,84.8,0
0,0,1,1,75,75.3,2
0,2,42,0,2301,54.5,3
0,0,19,1,1620,89.1,2
2,2,72,1,7732,104.9,1
2,2,70,1,7939,113.65,0
2,2,56,0,4084,72.6,1
0,2,46,0,2062,45.55,2
0,1,2,2,43,20.1,0
2,2,72,1,7679,108.3,0
0,2,69,1,5785,84.9,1
0,1,1,2,19,19.9,0
1,1,53,2,1021,20.8,0
1,1,29,2,599,20.0,3
0,0,35,0,1701,49.2,2
0,2,9,1,801,88.05,2
0,2,19,1,1672,88.8,1
1,2,61,1,6993,115.1,3
0,0,8,0,438,54.75,1
0,0,29,1,2878,100.55,0
2,0,72,1,7719,108.4,2
0,0,1,1,99,99.75,2
0,0,7,0,458,66.85,2
0,0,16,0,799,49.45,3
0,0,21,0,565,26.05,2
0,0,7,0,293,40.1,1
0,0,7,1,676,89.5,2
1,2,32,1,3023,90.8,2
2,2,67,1,7752,116.2,1
1,2,67,1,7281,109.4,2
1,0,24,0,1242,54.6,0
0,1,17,2,385,21.1,1
0,0,24,0,1218,49.7,3
0,0,28,1,2684,96.6,1
1,2,38,1,3591,95.0,1
1,2,38,0,3058,80.3,1
0,0,1,1,79,79.15,2
2,0,72,1,7372,103.4,2
0,0,8,1,842,101.15,2
0,0,62,1,5629,89.8,0
1,0,67,1,5798,88.4,0
0,1,18,2,401,20.25,3
0,0,2,0,143,64.2,3
1,2,33,0,1113,34.05,1
2,1,71,2,1725,24.4,1
0,1,7,2,155,20.65,3
0,0,5,1,316,69.7,2
0,0,17,1,1556,92.7,1
1,1,12,2,267,20.05,1
0,2,50,1,5431,108.75,0
0,2,45,0,2298,50.9,0
0,0,56,1,5581,98.6,2
2,0,59,0,4542,75.95,1
0,0,1,1,86,86.6,2
0,0,1,1,80,80.8,2
0,0,67,1,6373,89.55,0
1,2,39,0,1790,45.05,0
2,2,36,0,3379,92.9,1
2,2,72,0,5165,70.45,0
0,0,66,1,6871,100.05,1
0,1,9,2,178,19.5,2
2,1,68,2,1911,25.8,1
0,1,7,2,173,23.5,3
0,1,1,2,19,19.75,0
0,0,4,0,206,50.4,3
0,0,39,1,2730,73.15,1
1,1,7,2,134,20.65,3
2,2,72,0,5899,84.45,1
0,0,46,1,4680,101.0,2
1,0,61,1,6145,98.45,0
1,1,20,2,415,19.7,3
1,0,43,1,4211,100.0,2
2,1,62,2,1218,20.65,1
2,2,69,0,3121,46.25,0
0,2,2,0,134,60.95,0
0,0,32,1,2619,81.1,1
0,2,10,1,1081,104.4,2
2,2,68,1,6668,99.55,2
1,0,13,0,989,75.3,3
0,2,2,0,108,53.85,3
2,1,34,2,980,26.1,0
2,2,72,0,6510,89.8,1
1,0,64,1,6889,104.65,1
2,1,60,2,1205,20.55,3
0,0,3,0,174,64.6,2
0,0,2,1,120,70.35,2
1,0,65,1,6153,95.5,2
2,1,50,2,1261,24.95,3
1,2,63,1,5224,81.15,1
0,0,60,1,5294,89.45,2
2,1,22,2,605,26.25,3
0,0,8,1,633,80.65,1
0,0,23,0,1642,73.65,1
0,0,4,1,280,73.9,2
0,1,2,2,37,19.2,2
0,1,20,2,442,20.35,3
2,2,0,0,0,80.85,3
0,1,2,2,35,19.6,2
2,1,62,2,1563,25.8,1
0,0,14,1,1058,80.35,0
2,1,56,2,1080,19.55,0
0,0,34,1,3217,94.25,2
1,0,63,1,5825,90.45,1
1,2,49,0,1782,35.8,1
0,0,34,1,3527,100.85,2
0,0,1,0,44,44.05,0
2,2,72,0,6397,90.8,1
0,2,13,0,587,49.95,3
1,0,68,1,5685,83.0,2
0,0,4,1,281,70.4,2
0,0,18,0,1058,55.2,1
0,0,19,1,1931,99.95,2
0,2,40,1,3233,79.2,1
1,1,14,2,272,19.5,3
0,0,46,0,2168,44.95,0
0,0,1,1,84,84.85,2
0,0,8,0,554,65.45,2
2,0,23,0,1414,59.7,3
2,2,56,0,4054,73.25,0
0,0,3,1,235,84.3,2
2,0,55,0,3617,64.75,3
0,0,4,0,208,49.25,3
2,2,72,0,4784,65.2,1
2,1,17,2,358,19.4,3
2,2,65,1,6416,99.05,1
0,1,1,2,20,20.2,3
1,0,52,1,4297,80.2,3
1,1,25,2,510,19.9,1
1,0,58,1,5610,94.3,2
2,2,71,0,3377,47.6,0
0,0,3,1,232,73.6,1
0,0,17,0,1077,66.7,3
0,0,1,1,70,70.35,2
0,0,17,1,1336,80.5,0
1,2,13,0,701,54.15,0
0,0,1,1,69,69.55,2
1,2,29,0,1696,58.75,2
2,2,57,1,6465,112.95,0
0,0,12,0,612,51.25,2
0,0,13,1,1201,90.5,2
2,1,53,2,1279,24.6,3
2,2,57,0,3450,59.75,2
1,0,65,1,6979,106.25,2
0,2,4,0,272,60.4,3
0,0,13,0,731,54.8,2
2,1,8,2,201,19.05,3
0,0,60,1,6411,106.15,2
0,0,15,1,1390,88.15,2
0,0,1,1,69,69.5,2
0,1,4,2,84,20.15,3
1,2,34,0,938,30.4,0
0,0,1,0,44,44.55,2
1,2,35,1,3726,108.35,2
0,0,2,0,108,55.3,2
0,1,34,2,716,20.65,3
1,1,15,2,304,19.8,3
0,2,42,0,2727,66.4,1
1,1,70,2,1341,19.7,0
1,0,34,1,2647,78.95,0
0,1,1,2,20,20.1,3
0,0,42,1,3344,79.35,0
0,1,1,2,19,19.25,0
1,2,57,0,3053,53.45,2
0,2,14,0,941,64.7,0
0,0,10,0,503,56.75,0
1,0,22,0,1441,65.25,0
0,1,15,2,297,19.75,0
1,1,60,2,1505,24.15,0
0,0,9,1,919,99.45,1
1,0,59,0,3645,61.35,0
0,0,34,1,3549,106.35,2
0,0,1,1,100,100.25,1
1,0,48,1,4692,97.05,2
2,2,71,0,6457,89.9,1
2,2,71,0,4122,59.7,0
0,0,9,0,403,44.2,0
0,1,10,2,270,24.5,3
2,2,72,1,8405,115.05,1
0,0,3,0,94,29.8,1
0,2,57,0,3196,53.75,2
0,0,35,0,1861,56.85,2
2,0,50,0,3418,69.5,0
0,0,9,1,791,85.5,2
0,2,12,0,571,49.2,2
1,0,60,1,5867,97.95,2
0,0,46,0,1380,30.3,0
1,2,12,0,435,33.6,3
1,0,11,0,651,53.8,0
